id,text,label,num_words,clean_text
1597656535005790209,"São Paulo foi dada a largada,Líder do partido de Tarcísio quer aprovar aumento salarial nesta semana. Reajuste de 50% na remuneração do governador,secretários e equipes,impacto no Orçamento seria de R$ 1,7 bilhão🚨🇧🇷 Antes inclusive de trabalhar .",1,37,"são paulo foi dada a largada,líder do partido de tarcísio quer aprovar aumento salarial nesta semana. reajuste de 50% na remuneração do governador,secretários e equipes,impacto no orçamento seria de r$ 1,7 bilhão antes inclusive de trabalhar ."
1597656389870309379,@MPMG_Oficial @mpsp_oficial Lembrem nosso Governador do Piso salarial das Professoras.,0,10,  lembrem nosso governador do piso salarial das professoras.
1597656299361402880,"@Diegomsouza2 @pavarini @iasd Não que a Jamaica seja um mau exemplo. Mas a nação de Bob Marley e de uma tal Maria Joana jamais é lembrada como um país que já teve em simultâneo o governador-geral e o primeiro-ministro adventista, chefe de Estado e Governo respectivamente.",0,46,"   não que a jamaica seja um mau exemplo. mas a nação de bob marley e de uma tal maria joana jamais é lembrada como um país que já teve em simultâneo o governador-geral e o primeiro-ministro adventista, chefe de estado e governo respectivamente."
1597656298530955265,@sulvinteum E o governador aceita de boa?,0,7, e o governador aceita de boa?
1597656189609074688,"«...para prover a todos, há [o governador] de olhar a ambos os tempos, para que da consiração do passado colha providência para o futuro. Isto quiseram significar os antigos, em pintarem Jano, qu’eles diziam que fora o primeiro rei de Itália, com dous rostros um de trás,",0,47,"«...para prover a todos, há [o governador] de olhar a ambos os tempos, para que da consiração do passado colha providência para o futuro. isto quiseram significar os antigos, em pintarem jano, qu’eles diziam que fora o primeiro rei de itália, com dous rostros um de trás,"
1597656124890628096,"@CarlosBolsonaro Quem é o Governador e quem ainda é Presidente do Brasil??? Carluxo… por favor, seja mais inteligente.",-1,18," quem é o governador e quem ainda é presidente do brasil??? carluxo… por favor, seja mais inteligente."
1597655917360603136,"@PastorMalafaia Você gritou aos quatro cantos que Adelio era ligado a presidenta Dilma,ainda atacou o governador da Bahia com mentiras,lembra",-1,20," você gritou aos quatro cantos que adelio era ligado a presidenta dilma,ainda atacou o governador da bahia com mentiras,lembra"
1597655875438936065,"Segurança Pública também tem figurinha dourada e figurinha repetida! 

Para que as nossas ruas sejam mais seguras para todes é preciso inovar. Fazer mais do mesmo não é suficiente. Pior que repeteco, tem governador escalando propostas furadas! 👀 https://t.co/UJM1zHHFDO",-1,39,"segurança pública também tem figurinha dourada e figurinha repetida! 

para que as nossas ruas sejam mais seguras para todes é preciso inovar. fazer mais do mesmo não é suficiente. pior que repeteco, tem governador escalando propostas furadas!  "
1597655765384585217,@CarlosBolsonaro Verdade eu tomei e foi a ajuda que tiver pra não morrer do COVID em 2020 se dependesse do Governador do Pará já tinha morrido.,-1,26, verdade eu tomei e foi a ajuda que tiver pra não morrer do covid em 2020 se dependesse do governador do pará já tinha morrido.
1597655581363691521,@FotosDeFatos Tem o pior governador de todos os Estados! 💩,-1,10, tem o pior governador de todos os estados! 
1597655502485590016,"@pavao9111 Um governador eleito se encontra com gente de todo tipo, até com esses bosta de toga",-1,17," um governador eleito se encontra com gente de todo tipo, até com esses bosta de toga"
1597655437318713344,@profpaulamarisa @lbregalado Para de querer criar narrativa minha irmã! Qual a tua?? O agora é governador eleito tem compromissos q ele não pode mais se esquivar! Bom q a gente vai conhecendo quem é quem nesses “influenciadores”.,-1,37,  para de querer criar narrativa minha irmã! qual a tua?? o agora é governador eleito tem compromissos q ele não pode mais se esquivar! bom q a gente vai conhecendo quem é quem nesses “influenciadores”.
1597655332821819392,@suIfurico SIM EU MORO NA ILHA DO GOVERNADOR!,0,8, sim eu moro na ilha do governador!
1597655285916925953,@Mi_apenas @profpaulamarisa @tarcisiogdf Logo agora que estão falando que ficará responsável pela segurança do Estado de SP? Vamos descredibilizar o Governador eleito!,-1,22,   logo agora que estão falando que ficará responsável pela segurança do estado de sp? vamos descredibilizar o governador eleito!
1597655173731680257,"Se aprovado, o salário do próximo governador de São Paulo, Tarcísio de Freitas, pode subir de R$ 23 mil para R$ 34,5 mil

https://t.co/tdITwxehOn",0,24,"se aprovado, o salário do próximo governador de são paulo, tarcísio de freitas, pode subir de r$ 23 mil para r$ 34,5 mil

"
1597655053816713216,Boa tarde pra quem vai ter que usar máscara enquanto o governador (petista) anda por aí sem. https://t.co/QQHsvsqZ1y,-1,18,boa tarde pra quem vai ter que usar máscara enquanto o governador (petista) anda por aí sem. 
1597655005171179522,"@leiladovolei Infelizmente, teremos q te aguentar mais 4 anos mas já pode ir se despedindo da política! O DF já mostrou nestas últimas eleições para governador q vc não passa de mais uma oportunista, q nada construiu de bom na política e nem vai, já q apoia a corrupção! Vergonha!",-1,50," infelizmente, teremos q te aguentar mais 4 anos mas já pode ir se despedindo da política! o df já mostrou nestas últimas eleições para governador q vc não passa de mais uma oportunista, q nada construiu de bom na política e nem vai, já q apoia a corrupção! vergonha!"
1597654917124358146,"@brasil247 Aff! Zema encontrando com a Transição de Lula. Sou mineira e ñ gosto deste tal governador. 
#ForaExtremaDireita",-1,18," aff! zema encontrando com a transição de lula. sou mineira e ñ gosto deste tal governador. 
"
1597654510897598465,@helderbarbalho Parabéns governador,1,3, parabéns governador
1597654361077075969,"Apos a aprovação do aumento do ICMS em tempo recorde na @Alepa_com eis o Governador Hélder Barbalho (ele nos bloqueou em todas as redes sociais) cantando para os 70% que o elegeu no PARÁ: ""SAL, SAL, SAL NO POVO OTÁRIO!"" https://t.co/seqgRGbgT2",1,41,"apos a aprovação do aumento do icms em tempo recorde na  eis o governador hélder barbalho (ele nos bloqueou em todas as redes sociais) cantando para os 70% que o elegeu no pará: ""sal, sal, sal no povo otário!"" "
1597654315577270272,Até Quando governador @claudiocastroRJ @PMERJ ? https://t.co/gCq3JLcxHj,0,7,até quando governador   ? 
1597654135867723776,@CarlosBolsonaro quem é o presidente ? quem é o governador ?,0,11, quem é o presidente ? quem é o governador ?
1597654122190491648,@eusouamom A cidade toda tá abandonada não temos secretário de segurança nem governador,-1,13, a cidade toda tá abandonada não temos secretário de segurança nem governador
1597654083829379073,"@rodrigogarcia_ Não tiro o seu mérito governador @rodrigogarcia_ mas, na minha humilde opinião, 90% do sucesso foi iniciado e realizado na gestão do @jdoriajr parabéns aos dois 👏👏👏",1,28," não tiro o seu mérito governador  mas, na minha humilde opinião, 90% do sucesso foi iniciado e realizado na gestão do  parabéns aos dois "
1597654006628864037,Pode ser votado hoje: aumento de salário do governador de SP https://t.co/Q4BugmXsHj,0,12,pode ser votado hoje: aumento de salário do governador de sp 
1597653866954518528,Ate cego ver a montagem.o tarcisio com os braços esticados sem nada na frente dele pra degustar enqto na frente do ministro fartura de comida.o governador eleito nao come nem bebe???? https://t.co/puXPK74GKQ,0,32,ate cego ver a montagem.o tarcisio com os braços esticados sem nada na frente dele pra degustar enqto na frente do ministro fartura de comida.o governador eleito nao come nem bebe???? 
1597653741217656833,"@iagonfire Tarcísio não é aquele cara
 eleito governador de SP?",0,10," tarcísio não é aquele cara
 eleito governador de sp?"
1597653589727793153,@BelemNoticiass Parabéns mesmo governador Helder está fazendo uma ótima gestão pública ele precisa dinheiro para honrar seus compromissos educação saúde social ele está certíssimo todos governo trabalhar dinheiro imposto que pagamos Parabéns governador Helder,1,34, parabéns mesmo governador helder está fazendo uma ótima gestão pública ele precisa dinheiro para honrar seus compromissos educação saúde social ele está certíssimo todos governo trabalhar dinheiro imposto que pagamos parabéns governador helder
1597652648081104897,@douglasdobispoo Continuem elegendo castro pra governador que é isso aí que vão continuar vendo,-1,14, continuem elegendo castro pra governador que é isso aí que vão continuar vendo
1597652455927455748,@mikikadinis @tinojunior @recordtvrio Só jogando uma bomba e começando outra vez. Mas o maior bandido é o governador carioca.,-1,19,   só jogando uma bomba e começando outra vez. mas o maior bandido é o governador carioca.
1597652439980978176,@celmarcosrocha Avante Governador 🚨🚨 https://t.co/3iu9eJbrJe,0,5, avante governador  
1597652372628852736,"@costa_rui AAAAAAAAHHHHHHHHHHH ENTENDI..

MAS NOS JOGOS DO BRASIL, VALE FICAR SEM ENTAO SR. GOVERNADOR?

PARA ASSISTIR COM OS AMIGOS, AI PODE NÉ?",-1,22," aaaaaaaahhhhhhhhhhh entendi..

mas nos jogos do brasil, vale ficar sem entao sr. governador?

para assistir com os amigos, ai pode né?"
1597652299047993344,@ratinho_jr querendo ser um governador pior que o maldito do @BetoRicha https://t.co/mdKC7elSik,-1,12, querendo ser um governador pior que o maldito do  
1597652141900193793,"Governador ‘embromation’ retira regime de urgência do Projeto que taxa o Agro no Paraná, mas não retira o Projeto da Assembleia. Abra o olho! https://t.co/cr4WMrvrMo",0,25,"governador ‘embromation’ retira regime de urgência do projeto que taxa o agro no paraná, mas não retira o projeto da assembleia. abra o olho! "
1597652067484504064,"@anitablian Tarcísio foi eleito governador e agora tem que conviver com esses lixos.
Não demora terá que receber Luladrão.
São os ossos do ofício.",-1,24," tarcísio foi eleito governador e agora tem que conviver com esses lixos.
não demora terá que receber luladrão.
são os ossos do ofício."
1597652032651145216,"Governador do estado do Pará, Helder Barbalho enviou a Alepa um projeto que aumenta o ICMS para 19%, deixando o povo com mais dificuldade além do que já está. Digo aos que votaram no Helder, faz o L.",-1,38,"governador do estado do pará, helder barbalho enviou a alepa um projeto que aumenta o icms para 19%, deixando o povo com mais dificuldade além do que já está. digo aos que votaram no helder, faz o l."
1597651848433127424,A criação de uma secretaria específica das mulheres por parte da gestão do governador @tarcisiogdf é um grande acerto na concretização de mais políticas públicas de combate à desigualdade de gênero e à violência contra a mulher. Terá o meu apoio e atende uma solicitação que fiz!,1,47,a criação de uma secretaria específica das mulheres por parte da gestão do governador  é um grande acerto na concretização de mais políticas públicas de combate à desigualdade de gênero e à violência contra a mulher. terá o meu apoio e atende uma solicitação que fiz!
1597651761975951360,"O governador já bateu o martelo, PM RO 2023 @prof_evandro 🚨🇧🇷",0,11,"o governador já bateu o martelo, pm ro 2023  "
1597651383632945152,@bnews_oficial Provavelmente só era arma registrada não é bando de desonestos? Gostaria de ouvir o secretário de segurança e atual Governador.,-1,21, provavelmente só era arma registrada não é bando de desonestos? gostaria de ouvir o secretário de segurança e atual governador.
1597651252426440704,"Após entrevista do governador ao Valor pedindo ‘tratamento igualitário’, gestão destaca que é preciso reduzir impacto da perda de R$ 5,5 bilhões com ICMS em 2023

Confira todas as informações em nosso site.

🔗https://t.co/tjoALDexXS

📸Wesley Costa

#noticia #noticias https://t.co/UAoZ3PplBy",0,39,"após entrevista do governador ao valor pedindo ‘tratamento igualitário’, gestão destaca que é preciso reduzir impacto da perda de r$ 5,5 bilhões com icms em 2023

confira todas as informações em nosso site.



wesley costa

  "
1597651167068446721,"@tassojereissati Caro Senador, espero que o Sr. vote contra essa absurda PEC do Quinquênio 63/2013. Como governador do Ceará, o Sr. foi um grande alicerce do controle de gastos do Estado do Ceará, modernizando-o para a iniciativa privada.",1,38," caro senador, espero que o sr. vote contra essa absurda pec do quinquênio 63/2013. como governador do ceará, o sr. foi um grande alicerce do controle de gastos do estado do ceará, modernizando-o para a iniciativa privada."
1597651101163343872,"🚨 URGENTE 🚨
PM RO 2023 Anúncia O Governador @celmarcosrocha  Reeleito no Estado de Rondônia!",0,15," urgente 
pm ro 2023 anúncia o governador   reeleito no estado de rondônia!"
1597650994711916544,@Specterrrrr Cadê o governador???,0,4, cadê o governador???
1597650311489126400,"Esse aí é ponta firme.. Tarcisão do asfalto, meu governador!

https://t.co/tpfrUCP0wH",1,11,"esse aí é ponta firme.. tarcisão do asfalto, meu governador!

"
1597650108128321536,"@tinojunior Sim,tem mostrar sim , principalmente para nosso governador pois ele mandou o secretário dele recepcionar o bandidos no presídio e nosso presidente liberou armas geral",-1,26," sim,tem mostrar sim , principalmente para nosso governador pois ele mandou o secretário dele recepcionar o bandidos no presídio e nosso presidente liberou armas geral"
1597649999617495040,"CADÊ OS HELICÓPTEROS DO ESTADO?? NOS TEMPOS DO SÉRGIO CABRAL ATENDIA A FAMÍLIA DO GOVERNADOR, E HOJE, ALGO MUDOU???#BalançoGeralRJ",0,19,"cadê os helicópteros do estado?? nos tempos do sérgio cabral atendia a família do governador, e hoje, algo mudou???çogeralrj"
1597649804196478977,"Tino, MOSTRA SIM. O Governador, depois de reeleito, esqueceu a Segurança Pública   #BalançoGeralRJ",-1,13,"tino, mostra sim. o governador, depois de reeleito, esqueceu a segurança pública   çogeralrj"
1597649804091305984,@tinojunior Tem que mostrar tudo para vê se governador faz alguma coisa estamos cansados.,-1,14, tem que mostrar tudo para vê se governador faz alguma coisa estamos cansados.
1597649734239649793,"@riodenojeiraofc @PMERJ E aí @claudiocastroRJ até quando o carioca vai passar por isso? Tu não foi reeleito? Alô @tinojunior e @recordtvrio da uma ajuda, tem como ver se o o governador esta dormindo em berço explendido.",-1,36,"  e aí  até quando o carioca vai passar por isso? tu não foi reeleito? alô  e  da uma ajuda, tem como ver se o o governador esta dormindo em berço explendido."
1597649660822581248,"@BolsonaroSP @guilherme_amado O governador pau mandado e o Kassab vão fazer uma lambança inesquecível no estado de SP... assistindo de camarote 10, 9, 8....",-1,24,"  o governador pau mandado e o kassab vão fazer uma lambança inesquecível no estado de sp... assistindo de camarote 10, 9, 8...."
1597649607739453445,"@pavao9111 Estratégia para desanimar. 
Todo dia vão colocar fotos e histórias para deixar o pessoal revoltado e desanimado.
A meta é desmoralizar as FFAA e o Presidente Bolsonaro indiretamente.
Olha lá Generais de esquerda.
Olha lá o filho foi ver a copa.
Olha lá o Governador traidor.....",0,47," estratégia para desanimar. 
todo dia vão colocar fotos e histórias para deixar o pessoal revoltado e desanimado.
a meta é desmoralizar as ffaa e o presidente bolsonaro indiretamente.
olha lá generais de esquerda.
olha lá o filho foi ver a copa.
olha lá o governador traidor....."
1597649549929381888,@CarlosBolsonaro O governador é bolsonarista,0,5, o governador é bolsonarista
1597649505784336387,"Tino, MOSTRA SIM. O Governador, depois de reeleito, esqueceu a Segurança Pública  #BalançoGeralRJ",-1,13,"tino, mostra sim. o governador, depois de reeleito, esqueceu a segurança pública  çogeralrj"
1597649419788132352,"@profpaulamarisa Caramba, isso já virou fofoca. Existe uma coisa chamada política. Ele é governador de São Paulo. Vai para o quartel e não divide a direita.",0,26," caramba, isso já virou fofoca. existe uma coisa chamada política. ele é governador de são paulo. vai para o quartel e não divide a direita."
1597649200984260609,"MOSTRA SIM. O Governador, depois de reeleito, esqueceu da Segurança Pública #BalançoGeralRJ",-1,12,"mostra sim. o governador, depois de reeleito, esqueceu da segurança pública çogeralrj"
1597649167681134592,@WalBorgesSP Será um governador que transformará Sp pra nunca mais o povo esquecer dele. Homem inteligente e íntegro,1,18, será um governador que transformará sp pra nunca mais o povo esquecer dele. homem inteligente e íntegro
1597649088237166592,"@costa_rui Esse aqui é você de máscara, governador? https://t.co/cX4btJjspX",0,9," esse aqui é você de máscara, governador? "
1597649012852596736,"Lista tríplice é encaminhada ao governador Ronaldo Caiado para escolha de desembargadores
via @podergoias 
https://t.co/mh8AHfbnQZ https://t.co/XWO0f5X1ve",0,16,"lista tríplice é encaminhada ao governador ronaldo caiado para escolha de desembargadores
via  
 "
1597648833017958401,"@lcmbarros professor, oq acha do governador alckmin na fazenda?",0,9," professor, oq acha do governador alckmin na fazenda?"
1597590527805108226,"@MBLivre @DaniloGentili Ué... o kim kataguiri processou quem xingou ele de nazista... 

enfim a hipocrisia...",0,15,"  ué... o kim kataguiri processou quem xingou ele de nazista... 

enfim a hipocrisia..."
1597589641099898881,"@mateus_leaal @KimKataguiri Vc nao entende nada de liberdade, pq vc nunca leu nada sobre liberdade...Nao é a toa que defende KIM KATAGUIRI",-1,22,"  vc nao entende nada de liberdade, pq vc nunca leu nada sobre liberdade...nao é a toa que defende kim kataguiri"
1597585036035096578,"@darc_drc @mb_vinicios1 @diegoviniciux @FolhaPainel o método de colocar celular e fazer o questionamento com cortes, realmente acho meio apelativo, tem muita coisa que o MBL precisa amadurecer para atingir grande massas e furar a bolha. Porém não podemos questionar o mandato que o Kim Kataguiri fez.",0,46,"    o método de colocar celular e fazer o questionamento com cortes, realmente acho meio apelativo, tem muita coisa que o mbl precisa amadurecer para atingir grande massas e furar a bolha. porém não podemos questionar o mandato que o kim kataguiri fez."
1597584418956546049,Se o kim kataguiri for a presidência eu voto nele daqui 4 anos mlk tem voz e atitude,1,18,se o kim kataguiri for a presidência eu voto nele daqui 4 anos mlk tem voz e atitude
1597574860213190658,"@connieusabr @TokudaPaulino O PROBLEMA Ñ É O GENTILLI E SIM QUEM PROMOVEU A ENQUETE! O MBL GOSTA DE CRITICAR E XINGAR POLITICOS, MAS SE CRITICAR UM MEMBRO DA BASE DO MBL AÍ QUEREM ESFOLAR A PESSOA! A 2 DIAS FUI AMEÇADO C/ PROCESSO PQ CRITIQUEI KIM KATAGUIRI! NO MBL PAU Q/BATE EM CHICO Ñ BATE EM FRANCISCO.",-1,57,"  o problema ñ é o gentilli e sim quem promoveu a enquete! o mbl gosta de criticar e xingar politicos, mas se criticar um membro da base do mbl aí querem esfolar a pessoa! a 2 dias fui ameçado c/ processo pq critiquei kim kataguiri! no mbl pau q/bate em chico ñ bate em francisco."
1597573423512821760,"@marciatiburi Legal... Agora pague a indenização!
https://t.co/8v62hK7XAH",0,7," legal... agora pague a indenização!
"
1597572675358306306,"Se não cancelar outra reunião, o Conselho de Ética da Câmara se reúne hoje às 14h para discutir onze representações contra oito deputados diferentes, incluindo André Janones, Bia Kicis, Carla Zambelli e Kim Kataguiri.",0,34,"se não cancelar outra reunião, o conselho de ética da câmara se reúne hoje às 14h para discutir onze representações contra oito deputados diferentes, incluindo andré janones, bia kicis, carla zambelli e kim kataguiri."
1597572170112466950,"ORA ORA ORA... A 2 DIAS APOIADORES DO MBL ESTAVAM INCENTIVANDO KIM KATAGUIRI A ME PROCESSAR POR MEU COMENTARIO! AGORA, QUAL É O POSICIONAMENTO DELES NESTE CASO?
https://t.co/WKU7Z3AXrB",0,28,"ora ora ora... a 2 dias apoiadores do mbl estavam incentivando kim kataguiri a me processar por meu comentario! agora, qual é o posicionamento deles neste caso?
"
1597571390714318849,"@KimKataguiri Você gosta de vermelho... gosta muito de vermelho,e tanto que defendeu o que fez jorrar bastante sangue na história, inclusive:
https://t.co/tgfmLJuQzC",0,22," você gosta de vermelho... gosta muito de vermelho,e tanto que defendeu o que fez jorrar bastante sangue na história, inclusive:
"
1597569341679362048,@MBLivre @DaniloGentili Deixem de hipocrisia. Quem começou essa palhaçada foi lá com a Lei Kim Kataguiri. 🤡,-1,17,  deixem de hipocrisia. quem começou essa palhaçada foi lá com a lei kim kataguiri. 🤡
1597568552818868224,"@TokudaPaulino 🤔humm... estranho esse posicionamento do MBL! Só se ñ for um político criado na base do movimento, né? Pq a 2 dias atrás eu estava sendo ameaçado de processo por apoiadores do MBL e até estavam dando RT no Kim Kataguiri incentivando-o a me processar pq fiz um comentário.",-1,50," 🤔humm... estranho esse posicionamento do mbl! só se ñ for um político criado na base do movimento, né? pq a 2 dias atrás eu estava sendo ameaçado de processo por apoiadores do mbl e até estavam dando rt no kim kataguiri incentivando-o a me processar pq fiz um comentário."
1597565727388897280,"@MarioCesarDF @_marimother @felipeneto Ai pessoas de direita vão ter voz nas universidades, não vão poder ser expulsas, agredidas como fizeram a poucos dias com o kim kataguiri",0,27,"   ai pessoas de direita vão ter voz nas universidades, não vão poder ser expulsas, agredidas como fizeram a poucos dias com o kim kataguiri"
1597552824275329024,"@SegredosUnifesp e o Kim Kataguiri não tem nenhum PL tentando aplicar a intolerância dele à lei né? ah vai se foder porra, tá achando que a gente é idiota?",-1,29," e o kim kataguiri não tem nenhum pl tentando aplicar a intolerância dele à lei né? ah vai se foder porra, tá achando que a gente é idiota?"
1597549473018023938,"A estupidez bolsonarista contra Ciro Gomes e Gilberto Gil e a estupidez lulopetista contra Kim Kataguiri e Neymar Jr. são sintomas nefastos, nauseantes e perturbadores da selvageria tribal e niilista causada pelo duelo entre dois populistas patrimonialistas. #SanatorioGeral",-1,38,"a estupidez bolsonarista contra ciro gomes e gilberto gil e a estupidez lulopetista contra kim kataguiri e neymar jr. são sintomas nefastos, nauseantes e perturbadores da selvageria tribal e niilista causada pelo duelo entre dois populistas patrimonialistas. "
1597547363392163842,"1088. ""Simplesmente um absurdo isso que aconteceu no campus de Osasco com o Kim Kataguiri. Sou comunista de carteirinha e não concordo em nada com as ideias dele, nem por isso vou tentar silencia-lo como vocês fizeram. Todos tem o direito de falar. Hipócritas..",0,44,"1088. ""simplesmente um absurdo isso que aconteceu no campus de osasco com o kim kataguiri. sou comunista de carteirinha e não concordo em nada com as ideias dele, nem por isso vou tentar silencia-lo como vocês fizeram. todos tem o direito de falar. hipócritas.."
1597531752926707713,@moura357magnum @77_frota N pode tocar no Kim kataguiri dele kkkkkkk,0,10,  n pode tocar no kim kataguiri dele kkkkkkk
1597455587423399937,O Kim Kataguiri chamou o Lula pro pau em Arapongas https://t.co/9zXOLuYYPd,0,11,o kim kataguiri chamou o lula pro pau em arapongas 
1597444697555087360,"@rafacerqueiraf @memescomuna mano eu era fã do kim kataguiri

qualquer um pode ser radicalizado, basta começar a ler

eu virei comunista justamente pq estudei História da maneria certa",0,28,"  mano eu era fã do kim kataguiri

qualquer um pode ser radicalizado, basta começar a ler

eu virei comunista justamente pq estudei história da maneria certa"
1597437305597624322,"Kim Kataguiri, o genérico de Jaspion é expluso na Universidade e quase apanha doas alunos ...
https://t.co/fctZV1dMRL",0,17,"kim kataguiri, o genérico de jaspion é expluso na universidade e quase apanha doas alunos ...
"
1597430954137903106,"Kim Kataguiri é agredido em universidade pelos ""justiceiros sociais"" https://t.co/1F8L8SsVht via @YouTube",0,12,"kim kataguiri é agredido em universidade pelos ""justiceiros sociais""  via "
1597403533657055232,"Comecei um mangá novo, e DO NADA o Kim Kataguiri. https://t.co/BLDCQnckcp",0,11,"comecei um mangá novo, e do nada o kim kataguiri. "
1597401405740187649,Pq a esquerda não está falando sobre a censura que fizeram com o Kim Kataguiri em universidade pública? Ou sobre o ódio que eles pegaram e afirmaram em discurso? Será q esse é o “do bem”? 🤔,-1,37,pq a esquerda não está falando sobre a censura que fizeram com o kim kataguiri em universidade pública? ou sobre o ódio que eles pegaram e afirmaram em discurso? será q esse é o “do bem”? 🤔
1597398430170894336,"@senadorhumberto Inclusive os que pregaram o ódio e atacaram o Kim Kataguiri e seus colegas na UNIFESP, ou não? Aquele é o ódio do bem? Sfd pra lá",0,28," inclusive os que pregaram o ódio e atacaram o kim kataguiri e seus colegas na unifesp, ou não? aquele é o ódio do bem? sfd pra lá"
1597397788551442433,"@MBLivre @DaniloGentili O projeto do Danilo vai dar o direito aos estudantes de esquerdas infernizarem a vida do Kim Kataguiri, como aconteceu essa semana. Eu optaria pelo projeto do Randolfe, o respeito acima de tudo.",0,35,"  o projeto do danilo vai dar o direito aos estudantes de esquerdas infernizarem a vida do kim kataguiri, como aconteceu essa semana. eu optaria pelo projeto do randolfe, o respeito acima de tudo."
1597395380672425984,"@KimSBC @__lSimplel__ @Gabriesep @MBLivre @DaniloGentili Esse é novo
https://t.co/9DYK8sbwoR",0,9,"     esse é novo
"
1597394396416475137,"@pedrofogo7 @MBLivre @DaniloGentili Se um deputado pegar pode protocolar...

Inclusive você também pode fazer um, envie seu projeto no discorde do Kim kataguiri que irão te responder se é viável ou não o seu projeto.",0,35,"   se um deputado pegar pode protocolar...

inclusive você também pode fazer um, envie seu projeto no discorde do kim kataguiri que irão te responder se é viável ou não o seu projeto."
1597387203390636032,"@xicograziano Se quem elege o presidente é quem vota nele, e os eleitores de esquerda não viram no Bolsonaro, então quem elegeu o Jair foi pessoas iguais ao Xico Graziano, o Kim Kataguiri, o Neymar, o Malafaia....simples assim!",0,38," se quem elege o presidente é quem vota nele, e os eleitores de esquerda não viram no bolsonaro, então quem elegeu o jair foi pessoas iguais ao xico graziano, o kim kataguiri, o neymar, o malafaia....simples assim!"
1597384897358073856,"@FascismoFree O mais engraçado foi o PCO chamar o Kim Kataguiri de Nazista aí eu entro no perfil dos caras e tá lá ""Pelo fim do Estado de Israel""",0,29," o mais engraçado foi o pco chamar o kim kataguiri de nazista aí eu entro no perfil dos caras e tá lá ""pelo fim do estado de israel"""
1597383726333571072,"Teremos a oportunidade de comprovarmos se nós, eleitores, fomos novamente enganados pelo ""novos"" ""Kim kataguiri"", ""Joices"", ""Frotas"" e ""Dorias"" da vida !!

Veremos quantos dos candidatos que surfaram na ""onda Bolsonaro"" se manterão fiéis aos seus ELEITORES ou se irão... https://t.co/goAoJshBCJ",0,41,"teremos a oportunidade de comprovarmos se nós, eleitores, fomos novamente enganados pelo ""novos"" ""kim kataguiri"", ""joices"", ""frotas"" e ""dorias"" da vida !!

veremos quantos dos candidatos que surfaram na ""onda bolsonaro"" se manterão fiéis aos seus eleitores ou se irão... "
1597382921295646721,"Kim Kataguiri agredido por tentar debater em uma Universidade. Misericórdia, o ódio tomou conta desse país.",0,16,"kim kataguiri agredido por tentar debater em uma universidade. misericórdia, o ódio tomou conta desse país."
1597381611724886016,"@arthurmoledoval @JanjaLula @gilbertogil @Floragil2222 Oi, Janja. Vi que se solidarizou com Gil que foi covardemente xingado. Tens minha solidariedade tb. 

O que a senhora acha do episódio de ódio (com agressão de fato) dentro de uma universidade pública contra Kim Kataguiri, um deputado eleito democraticamente",0,45,"    oi, janja. vi que se solidarizou com gil que foi covardemente xingado. tens minha solidariedade tb. 

o que a senhora acha do episódio de ódio (com agressão de fato) dentro de uma universidade pública contra kim kataguiri, um deputado eleito democraticamente"
1597376195100037121,@__lSimplel__ @Gabriesep @MBLivre @DaniloGentili Será? https://t.co/hc4e1zzr9j,0,6,    será? 
1597376120780771329,@Felipemouraff @HandoesBIL @MBLivre @DaniloGentili https://t.co/hc4e1zhhVb Será?,0,6,     será?
1597376060869742592,@Gabriesep @MBLivre @DaniloGentili https://t.co/hc4e1zzr9j não necessariamente! Chamar simplesmente de “nazi” pode ser só um xingamento. Tem precedente. Retardad@ é a vaca que vc chama de m@e e q te cagou pelo koo.,-1,32,    não necessariamente! chamar simplesmente de “nazi” pode ser só um xingamento. tem precedente. retardad@ é a vaca que vc chama de m e q te cagou pelo koo.
1597375481070120960,"@Pavinatto Eu sou conservadora, não sou Bolsonarista. No momento é quem me representa. Já fui MBL, votei no Kim Kataguiri e no Fernando Holliday. Saí quando vi que não me representava mais. Tenho meus princípios. Fui chamada de coxinha, pois era o menos pior. Vou seguir meus princípios.",0,48," eu sou conservadora, não sou bolsonarista. no momento é quem me representa. já fui mbl, votei no kim kataguiri e no fernando holliday. saí quando vi que não me representava mais. tenho meus princípios. fui chamada de coxinha, pois era o menos pior. vou seguir meus princípios."
1597370282121265153,"@marcia65125897 @figueiral2010 De tão louca, chega a ser sensata... 
Vide Kim kataguiri bia kissis Janaina pascoal Joice hasselman eram contra o sistema chegaram de mansinho e hj estão ae assaltando os cofres públicos, todos querem uma boquinha",0,37,"  de tão louca, chega a ser sensata... 
vide kim kataguiri bia kissis janaina pascoal joice hasselman eram contra o sistema chegaram de mansinho e hj estão ae assaltando os cofres públicos, todos querem uma boquinha"
1597366267006312448,"PUTZ GRILA ESTUDANTE DA UNIFESP NÃO TEM UM DIA DE PAZ! Pra fazer discurso liberal na unifesp Kim Kataguiri vai! Vou doar 15 reais pra APAE se ele se posicionar contra isso, se não se posicionar ( o mais provável) eu vou doar 30, vamo ser produtivo com o ódio. Pq olha 🫠. https://t.co/XB9CXs9SJV",-1,54,"putz grila estudante da unifesp não tem um dia de paz! pra fazer discurso liberal na unifesp kim kataguiri vai! vou doar 15 reais pra apae se ele se posicionar contra isso, se não se posicionar ( o mais provável) eu vou doar 30, vamo ser produtivo com o ódio. pq olha 🫠. "
